Timestamp,Signal Strength (dBm),SNR,Call Duration (s),Environment,Attenuation,Distance to Tower (km),Tower ID,User ID,Call Type,Incoming/Outgoing
2022-01-03 17:46:13,-84.11976310200815,25.94008182537916,1713.800549637367,urban,14.690437631573936,2.2431763646784875,5,25,data,incoming
2022-01-04 17:29:31,-87.80613082769133,15.937353981909514,345.3718482753162,home,6.213698113914888,5.002566499850833,3,22,voice,incoming
2022-01-05 17:14:01,-116.57517559649536,14.709384279652598,259.28504348174,open,4.494414965543465,8.70597353220433,2,5,voice,incoming
2022-01-06 16:02:29,-82.96118290338804,21.727165092903093,357.9740044258497,home,7.619957473003842,7.427024550141175,5,33,data,outgoing
2022-01-07 22:19:17,-85.0125741094262,26.058158432953675,398.0067158466874,urban,10.655158827058182,0.6120705114033131,5,8,voice,outgoing
2022-01-08 22:31:42,-98.61869164428356,20.606737743653778,1795.175137247767,urban,5.6222017802995605,4.702561102314434,6,42,data,outgoing
2022-01-09 20:39:41,-74.13939861968873,15.5331437972844,230.320247372711,suburban,7.636230350561551,1.667293216394791,1,74,voice,outgoing
2022-01-10 22:03:26,-50.2353309640384,23.89898280626277,462.112568411595,open,0.4410286751451692,1.165778847849025,7,16,data,incoming
2022-01-11 10:15:37,-70.10307339933556,20.07036982051686,1697.4233652739802,suburban,5.298498383423487,7.678126244811597,8,7,voice,outgoing
2022-01-12 13:31:29,-97.60056368567882,23.43781426037233,1311.0665263832998,home,1.2358944054824297,4.97204879537076,8,74,data,incoming
2022-01-13 15:20:05,-99.65173578835208,14.244070706570222,857.8459629774544,open,0.757706452627534,9.157530851305824,9,62,voice,incoming
2022-01-14 19:10:19,-78.58596219136132,17.391786266451263,683.852621016365,suburban,5.586920112176554,7.869592628248416,3,54,voice,incoming
2022-01-15 09:16:33,-105.47420540353248,24.770495713434777,1767.7981249508794,urban,7.515345926308875,5.6941897976390665,8,29,voice,incoming
2022-01-16 23:40:20,-77.20348668088874,23.317864044244725,1623.7836866160378,urban,5.943238443676205,7.32865565679205,8,87,data,incoming
2022-01-17 12:50:56,-87.95391151071044,11.221927435054395,20.745315157921773,home,3.776850554101944,8.155694399272978,4,17,voice,outgoing
2022-01-18 16:55:51,-82.29876477976542,19.01832920768344,1682.7143124912118,home,1.430581907477051,6.0510868156456254,6,80,data,outgoing
2022-01-19 22:10:01,-105.5434977960247,15.615904821990414,1225.434851899682,open,0.8270545719491995,3.069405889534853,5,50,voice,outgoing
2022-01-20 16:09:23,-65.74131849324084,17.95167180422286,1468.4355584012694,suburban,6.182044099152207,8.178400400329833,3,91,data,incoming
2022-01-21 10:22:24,-93.13557135870316,19.60571147308169,195.65780928967968,suburban,5.764449112725268,2.883908464110845,2,33,data,incoming
2022-01-22 13:27:28,-77.06992051512952,24.83016111878459,1724.037013601456,open,2.5196512620879363,6.0149144221724695,2,29,data,incoming
2022-01-23 21:14:52,-79.61500354357302,12.21027260457321,1362.3000068955207,open,3.78758676988955,0.4825983134916112,6,7,data,incoming
2022-01-24 14:07:07,-103.437033340852,20.88623753386485,1710.1123971801223,urban,7.076121129290268,9.794610306015878,6,19,voice,incoming
2022-01-25 23:41:38,-98.46730809534776,12.60994798229584,1522.650424923322,home,9.623116501757204,5.211485636232896,7,98,data,incoming
2022-01-26 12:26:58,-90.87582011568584,20.04625995405288,1212.1303972576336,open,2.615959361567847,8.052938277189178,7,23,voice,outgoing
2022-01-27 18:02:14,-69.98998147792403,25.990407545480107,381.225894648202,suburban,2.4427395319416294,7.118560695535328,6,94,voice,incoming
2022-01-28 09:48:25,-104.26052950164336,26.207665314169247,1260.8300650435822,suburban,4.346362572566047,3.932568507365477,9,88,voice,outgoing
2022-01-29 21:06:27,-75.8560580448018,16.63521937285702,1352.4165753562936,home,8.029151157703922,1.640878908897131,10,85,data,incoming
2022-01-30 10:17:39,-107.0556421033829,29.2124955764907,1342.5736108410415,urban,6.7132741125845445,8.44657437075221,4,17,data,outgoing
2022-01-31 09:46:42,-118.24398210046353,28.49208687805084,879.0474997225928,open,0.3474630451227439,9.785868635479916,4,83,voice,outgoing
2022-02-01 14:55:16,-72.44270204129703,13.058615219522686,1203.8620047913537,suburban,7.677539185031201,2.180204112101313,10,11,data,outgoing
2022-02-02 21:00:38,-75.03762589844747,29.515160243709023,1219.1516923886952,suburban,3.410334399970502,8.28782224035998,8,94,data,incoming
2022-02-03 17:50:53,-101.14532091023707,14.02888914350346,1100.392666542835,urban,5.365221853027887,5.234056440002609,2,48,data,incoming
2022-02-04 20:19:42,-82.24961791064764,22.244022449726103,1388.0202117043816,open,0.9533606225921636,2.997988071823681,8,50,voice,incoming
2022-02-05 11:49:54,-74.35762808843646,17.11528324878505,1274.602147744645,home,5.674504106025335,1.294108526545359,10,38,data,incoming
2022-02-06 13:17:38,-101.52635007015752,16.19675727965015,82.79986878014869,urban,10.081126377312913,1.179914909916422,10,43,data,incoming
2022-02-07 14:06:51,-77.37150393681749,19.33172517993757,802.2429750148929,urban,10.8013199769572,9.9164959450231,1,52,data,outgoing
2022-02-08 18:19:19,-61.198388282269605,22.80750063543298,1186.6786012815994,home,5.737541325601415,5.183831015495599,9,55,data,incoming
2022-02-09 18:39:40,-73.69277248463221,27.63613404853547,144.3390056701615,home,5.605665192661624,2.732693789806113,10,69,voice,incoming
2022-02-10 12:36:12,-101.16083838561872,25.36936945129624,1016.4125016482752,urban,8.517309246860991,8.162018501948458,3,75,data,incoming
2022-02-11 20:10:56,-88.90416399969364,21.722730997249023,848.7654221767131,home,6.6880745267463695,0.0443175814745377,2,22,data,outgoing
2022-02-12 16:57:52,-91.09920855562412,22.17097699337013,1586.3382980507934,suburban,3.130207150753936,3.095128823222653,7,65,voice,incoming
2022-02-13 10:06:58,-95.38048884404368,28.456054902588477,1736.682979879521,urban,14.481916729552786,5.187183991664528,6,62,data,outgoing
2022-02-14 21:28:29,-100.46909253434532,10.683836611039048,444.901039551636,urban,14.563906357626838,0.8700910984289767,7,97,data,outgoing
2022-02-15 19:28:45,-81.37123921731919,16.848005958086535,233.7628171511816,suburban,7.771899147609073,5.083037618525525,8,44,voice,incoming
2022-02-16 21:47:35,-88.39374508436272,29.325767647552414,1029.8503454186568,urban,6.445711959636041,9.57451972297596,10,59,data,outgoing
2022-02-17 23:26:05,-86.02447006588483,13.721684022513251,669.8673536925911,suburban,6.487383455161797,9.791714168458048,6,46,voice,outgoing
2022-02-18 14:00:53,-78.15098887550064,19.62137463920682,308.5179215689985,urban,11.06129800871058,1.5262072458399167,9,5,voice,outgoing
2022-02-19 11:12:30,-85.22998593082374,18.632744157591183,1681.2613831720223,urban,6.176070540577658,8.46701844552558,2,56,voice,incoming
2022-02-20 21:56:55,-66.3432863063927,18.74950369860335,1228.472169440995,suburban,6.65883283292279,2.4185979191620346,5,70,voice,incoming
2022-02-21 11:57:38,-76.10217418944407,16.753993657736572,990.7643925411536,suburban,6.77355344832601,3.2248431610465422,5,63,data,outgoing
2022-02-22 13:43:43,-78.31107501666389,11.646870826394082,238.009977582803,suburban,3.1685817209058413,3.0462751713749614,9,68,voice,outgoing
2022-02-23 10:09:38,-61.2055665314992,11.973081499727572,1355.8511025619807,open,1.1624505737761033,6.817464582244584,5,61,data,outgoing
2022-02-24 19:12:29,-98.42455882111332,24.771415599612634,438.67682915730336,suburban,3.205934018133732,0.9268302013156072,4,71,voice,outgoing
2022-02-25 22:51:47,-102.32830312723736,27.268350270112844,1229.1735453934464,urban,10.646940756617555,8.12378180494959,7,93,data,outgoing
2022-02-26 10:27:44,-59.47451786592804,21.86211458901105,17.522078205154635,open,0.2513840426869124,3.513287480936481,7,93,voice,incoming
2022-02-27 14:36:46,-98.84920512090603,29.00915710154592,325.5599600016207,home,6.846613599929117,5.58878350612904,10,68,data,outgoing
2022-02-28 14:45:30,-104.77613166997097,25.81919576627257,701.4510880742823,suburban,5.719200098909499,8.589909211767674,5,28,data,incoming
2022-03-01 16:31:56,-60.80616562049556,10.9153248431361,347.1685768649804,home,9.50999678669664,1.1757566864658977,5,89,data,incoming
2022-03-02 18:03:46,-88.72215861628932,17.95387450251028,1776.0949198393782,urban,9.030005545557842,9.595301622922358,7,55,data,outgoing
2022-03-03 19:23:14,-83.72723166849327,21.07856998006503,661.5770812831814,suburban,5.3508085503241904,6.4055686051626415,8,13,data,outgoing
2022-03-04 15:54:50,-62.02050419866656,10.823249706403391,707.1805573092557,home,7.079709015216643,4.6557297574568,10,86,voice,incoming
2022-03-05 21:44:39,-88.87930343110173,17.581208931985145,692.2387317943598,suburban,7.870568749557331,8.624397570902913,6,85,data,outgoing
2022-03-06 11:38:57,-69.03867507878809,16.586848378051222,1059.8979191089695,suburban,4.623126025703602,4.531494188567042,6,75,voice,incoming
2022-03-07 10:32:30,-92.96402741595142,20.327047269259804,502.6969033212943,home,2.135533019681368,4.246136911482601,6,79,voice,incoming
2022-03-08 14:33:16,-100.57761893232876,19.547174090574305,535.9916430624907,urban,7.898650165574105,4.0278417925441925,5,35,voice,incoming
